keyword_id,name
magnetorheological elastomeric polishing pad,Magnetorheological elastomeric polishing pad
thin plate bending,thin plate bending
numerical manifold method,numerical manifold method
compatible element,compatible element
16-cover manifold element,16-cover manifold element
dual-function splitter,dual-function splitter
bilayer trapezoidal microstructure,bilayer trapezoidal microstructure
te-three/tm-five output,TE-three/TM-five output
land use,Land use
land cover,land cover
markov model,Markov model
intensity analysis,Intensity analysis
land use simulation,Land use simulation
privileged information learning,privileged information learning
one-class support vector machine,One-class support vector machine
manipulation,Manipulation
motion/force,motion/force
multiarm robot,multiarm robot
nonlinearity and uncertainty,nonlinearity and uncertainty
carbon-encapsulated nickel nanoparticle,Carbon-encapsulated nickel nanoparticle
silicone resin,Silicone resin
microwave absorption property,Microwave absorption property
calculated reflection loss,Calculated reflection loss
measured reflection loss,Measured reflection loss
barbituric acid,Barbituric acid
viscosity,Viscosity
liquid food,Liquid food
fluorescent probe,Fluorescent probe
mobile blockchain,mobile blockchain
anion-tuned,Anion-tuned
double cubane tetranuclear,Double cubane tetranuclear
8-hydroxyquinoline,8-Hydroxyquinoline
crystal structure,Crystal structure
photophysical property,Photophysical property
multi-level feature attention,Multi-level feature attention
marine,Marine
uv irradiation,UV irradiation
plastic,Plastic
metal additives,Metal additives
release characteristics,Release characteristics
mechanism,Mechanism
hierarchical wick,Hierarchical wick
double-layer liquid circulation,Double-layer liquid circulation
inverted perovskite solar cells,inverted perovskite solar cells
self-assembled monolayer,self-assembled monolayer
phenyl fluorination,phenyl fluorination
hydrogen bonding,hydrogen bonding
carboxyldimerization,carboxyldimerization
high mobility,High mobility
tunable bandgap,Tunable bandgap
gase/snse heterostructure,GaSe/SnSe heterostructure
optoelectronic devices,Optoelectronic devices
sclerostin,Sclerostin
sost,SOST
bone formation,Bone formation
mirna,miRNA
task weight discovery,Task weight discovery
executive function,executive function
exercise intervention,exercise intervention
neurological mechanism,neurological mechanism
children,children
adolescents,adolescents
pulse compression,Pulse compression
botdr,BOTDR
cancer subtyping,Cancer Subtyping
graph regularized,Graph Regularized
non-negative matrix factorization,non-negative matrix factorization
sparsity,sparsity
regularized,Regularized
embedding transfer,Embedding transfer
co-regularization,Co-regularization
point defect,point defect
defect mode,defect mode
liquid phase sintering,liquid phase sintering
liquid phase formation temperature,liquid phase formation temperature
sintering aids,sintering aids
silicon nitride sintering,silicon nitride sintering
interaction phenomenon,Interaction phenomenon
visual factor,Visual factor
eye movement indicator,Eye movement indicator
generalized signed network,Generalized signed network
friends group,friends group
unprivileged network,unprivileged network
clustering of nodes,clustering of nodes
open data,Open Data
open innovation,Open Innovation
business archetypes,Business Archetypes
3d shape recognition,3D Shape recognition
multimodal feature fusion,multimodal feature fusion
feature refinement,feature refinement
mri-compatible,MRI-compatible
minimally invasive neurosurgery,Minimally invasive neurosurgery
mpc,MPC
soldering,Soldering
monte carlo methods,Monte Carlo methods
metrology,Metrology
solder joint void,solder joint void
lenses,Lenses
signal detection,Signal detection
inspection,Inspection
modules (abstract algebra),Modules (abstract algebra)
learning (artificial intelligence),Learning (artificial intelligence)
hardened steel,Hardened steel
tool wear,Tool wear
coating material,Coating material
diamond segment,diamond segment
cutting forces,Cutting forces
sawing,sawing
polyvinylidene fluoride,Polyvinylidene fluoride
casting film,casting film
melt-draw ratio,melt-draw ratio
lamellar structure,lamellar structure
orientation,orientation
cutting condition,Cutting condition
sawtooth chip,Sawtooth chip
geometric model,Geometric model
multi-hop,multi-hop
pu community,PU community
hybrid routing,hybrid routing
entropy weight method,entropy weight method
power loss,power loss
3d tumor model,3D tumor model
alginate beads,Alginate beads
transwell,Transwell
vascular barrier,Vascular barrier
anti-cancer drug,Anti-cancer drug
cmos rectifier,CMOS rectifier
high power conversion efficiency,High power conversion efficiency
leakage-current-suppressing (lcs),Leakage-current-suppressing (LCS)
rfeh,RFEH
wide power dynamic range,Wide power dynamic range
wireless power transfer (wpt),Wireless power transfer (WPT)
3d serpentine microchannel,3D serpentine microchannel
chaotic advection,chaotic advection
microfluidics,microfluidics
viscous liquid-liquid flows,viscous liquid-liquid flows
bending-loss-resistant,Bending-loss-resistant
botda,BOTDA
high germania-doped few-mode fiber,high germania-doped few-mode fiber
temperature and strain discriminative sensor,temperature and strain discriminative sensor
locally resonant,locally resonant
discrete mode,discrete mode
multi-channel,Multi-Channel
cyber security,cyber security
unobservable false data injection,unobservable false data injection
parallel factor analysis,parallel factor analysis
gas-assisted coaxial electrospinning (gaces),gas-assisted coaxial electrospinning (GACES)
coaxial auxiliary flow field,coaxial auxiliary flow field
uniformity,uniformity
all-optical switching,All-optical switching
slotted nanobeam cavity,Slotted nanobeam cavity
silicon-polymer compound,Silicon-polymer compound
polarization selection,Polarization selection
terahertz beam splitter,terahertz beam splitter
stack-based grating,stack-based grating
microneedle patch,microneedle patch
sers sensor,SERS sensor
pesticide residues,pesticide residues
ag nanoparticles,Ag nanoparticles
ha,HA
pva hydrogel,PVA hydrogel
air filtration,Air filtration
fibrous membrane,Fibrous membrane
antibacterial,antibacterial
directional water transport,Directional water transport
stripe domain wall,Stripe domain wall
bloch wall,Bloch wall
spin-orbit torque,Spin-orbit torque
magnonic waveguide,Magnonic waveguide
infrared imaging,Infrared imaging
information distillation,Information distillation
multi-receptive field,Multi-receptive field
asymptotical stability,Asymptotical stability
sensing,sensing
optical switches,Optical switches
chirped grating,chirped grating
rigorous coupled-wave analysis,rigorous coupled-wave analysis
polarization-dependent dual-functionality,polarization-dependent dual-functionality
visual inspection for agarwood,Visual inspection for agarwood
global-to-local optimization,Global-to-local optimization
dissimilarity function,Dissimilarity function
ash shrinkage rate,Ash shrinkage rate
carbon line height,Carbon line height
localized surface polariton,Localized surface polariton
metal grating,metal grating
dual functions,Dual functions
dynamic control,Dynamic control
accelerators,Accelerators
sign-magnitude,sign-magnitude
precision-scalable,precision-scalable
bit-level column sparsity,bit-level column sparsity
dual adder tree,dual adder tree
acoustic streaming,Acoustic streaming
acoustofluidics,Acoustofluidics
acoustophoresis,Acoustophoresis
semi-circular channel,Semi-circular channel
curved wall,Curved wall
active metasurface,active metasurface
photo-excited silicon,photo-excited silicon
lc equivalent circuit model,LC equivalent circuit model
separated tuning,separated tuning
thermal energy storage,Thermal energy storage
glutaric acid,Glutaric acid
microcapsule,Microcapsule
sio2,SiO2
learning to hash,Learning to hash
sparse graph hashing,sparse graph hashing
spectral regression,spectral regression
polarization-independent grating,Polarization-independent grating
seven-channel splitter,Seven-channel splitter
visual guidance,visual guidance
hand-eye calibration,hand-eye calibration
relative posture,relative posture
template matching,template matching
robot grasping,robot grasping
mobile phone frame,mobile phone frame
needleless,needleless
facial mask,facial mask
nanofiber,Nanofiber
vapor chamber,Vapor chamber
heat transfer performance,heat transfer performance
pulmonary vascular-inspired wick,Pulmonary vascular-inspired wick
fourier single-pixel imaging,Fourier single-pixel imaging
upgraded weight nuclear norm minimization,Upgraded weight nuclear norm minimization
polarization dependence,Polarization dependence
under second bragg illumination,Under second Bragg illumination
piezoelectric materials,piezoelectric materials
first-principle calculation,first-principle calculation
conical holes arrays,conical holes arrays
two-dimensional grating,Two-dimensional grating
2 x 2 ports,2 x 2 ports
beam splitter,Beam splitter
parity -time -symmetric system,Parity -time -symmetric system
exceptional point,Exceptional point
gas concentration detection,Gas concentration detection
volatile organic compounds (voc) monitoring,Volatile organic compounds (VOC) monitoring
multimodal image registration,Multimodal image registration
infrared and visible images,infrared and visible images
quantitative forecasting,Quantitative forecasting
multi-scale deformation field fusion,Multi-scale deformation field fusion
spatial misalignment,Spatial misalignment
aspp,ASPP
deeplabv3+,DeeplabV3+
coordinate attention,coordinate attention
mae,MAE
grinding wheels,grinding wheels
self-supervised,self-supervised
color correction,Color correction
human-in-the-loop,human-in-the-loop
neighborhood observer,neighborhood observer
nonlinear multi-agent systems (mass),nonlinear multi-agent systems (MASs)
great bandwidth,Great bandwidth
nanodisks arrays,nanodisks arrays
laser induced backside wet/dry etching,Laser induced backside wet/dry etching
glass,glass
sapphire,Sapphire
catastrophic interference,Catastrophic interference
global navigation satellite system (gnss) postitioning,global navigation satellite system (GNSS) postitioning
log regularizer,log regularizer
cold energy storage,Cold energy storage
expanded graphite,Expanded graphite
dodecane,Dodecane
hexadecane,Hexadecane
capillary-pressure-drivenosmosis,capillary-pressure-drivenosmosis
solar evaporation,solar evaporation
seawater desalination,seawater desalination
synthetic tree,synthetic tree
multistagelatent heat recovery,multistagelatent heat recovery
elliptical vibration-assisted cutting,elliptical vibration-assisted cutting
tilt angle,tilt angle
elliptical locus,elliptical locus
diamond cutting,diamond cutting
adder,Adder
logic operation,logic operation
nanotrack,nanotrack
skyrmion,skyrmion
spin torque,spin torque
core-shell nanofiber,core-shell nanofiber
gas-assisted coaxial electrospinning,gas-assisted coaxial electrospinning
semiconductor application,semiconductor application
uniformity control,uniformity control
response surface method,Response surface method
near -perfect absorber,Near -perfect absorber
parametric optimization,Parametric optimization
broadband absorption,Broadband absorption
oer,OER
bifunctional electrocatalyst,Bifunctional electrocatalyst
nonreciprocal thermal radiation,Nonreciprocal thermal radiation
dynamical modulation,Dynamical modulation
chiral effects,chiral effects
dynamic polarization control,Dynamic polarization control
laser derusting,Laser derusting
ae monitoring,AE monitoring
high-speed camera,High-speed camera
root mean square,Root mean square
transparent brittle materials,transparent brittle materials
laser machining,laser machining
neuroinflammation,Neuroinflammation
glabridin,Glabridin
lipopolysaccharide (lps),Lipopolysaccharide (LPS)
cognitive impairment,Cognitive impairment
bv2 cell,BV2 cell
bct,BCT
electrocaloric,Electrocaloric
pyroelectric,Pyroelectric
phononic crystal plate,phononic crystal plate
sub-wavelength scale,sub-wavelength scale
optical materials and properties,optical materials and properties
ceramics,ceramics
sr2tio4,Sr2TiO4
printing defect detection,Printing defect detection
flexo first item inspection,Flexo first item inspection
electronic sample,Electronic sample
superglue,SuperGlue
constrained clustering,Constrained clustering
collinear antenna,collinear antenna
omnidirectional radiation,omnidirectional radiation
carrier recombination,carrier recombination
finite-difference time-domain,finite-difference time-domain
nano-pyramid array,nano-pyramid array
optical absorption,optical absorption
silicon-based solar cell,silicon-based solar cell
coaxial electrospinning,coaxial electrospinning
sensing interface regulation,sensing interface regulation
nano indentation,Nano indentation
fracture,Fracture
healable,Healable
morphology engineering,morphology engineering
surface lattice resonances,surface lattice resonances
quality factors,quality factors
field enhancements,field enhancements
plasmonic resonance,Plasmonic resonance
ultranarrow linewidth,Ultranarrow linewidth
optical sensing,Optical sensing
sodium-based,Sodium-based
flexure mechanism,flexure mechanism
wds,WDS
asymmetric hinges,asymmetric hinges
compliance matrix,compliance matrix
finite element analysis,Finite element analysis
kirchhoff equation,Kirchhoff equation
saturable nonlinearity,Saturable nonlinearity
normalized solution,Normalized solution
least action solution,Least action solution
well water,Well water
rainfall,Rainfall
cyclic economic breeding,Cyclic economic breeding
antibiotic resistance genes (args),Antibiotic resistance genes (ARGs)
tetb,tetB
carbon fiber,carbon fiber
electromagnetic interference shielding effectiveness,Electromagnetic interference shielding effectiveness
silicon rubber composite,Silicon rubber composite
quantization (signal),Quantization (signal)
table lookup,Table lookup
residual neural networks,Residual neural networks
arbitrary-basis-quantization,Arbitrary-basis-quantization
borophene,borophene
polymethyl methacrylate,polymethyl methacrylate
pit,PIT
multi-channel switching,multi-channel switching
slow light effect,slow light effect
photocatalytic,Photocatalytic
5-cyclooctadiene,5-cyclooctadiene
hydrosilylation,Hydrosilylation
silicone coatings,Silicone coatings
naxmno2,NaxMnO2
na-vacancies-induced,Na-vacancies-induced
magnetism,Magnetism
first-principles calculation,First-principles calculation
ligd(po3)(4): eu3+,LiGd(PO3)(4): Eu3+
white light-emitting diodes,White light-emitting diodes
bipartite graph,Bipartite graph
diameter,Diameter
heavy metal wastewater,Heavy metal wastewater
treatment technology,Treatment technology
review,Review
data-driven control,data-driven control
piezoelectric actuator,piezoelectric actuator
predictive control,predictive control
wickability,Wickability
micro,Micro
nanotextures,nanotextures
capillary flow,Capillary flow
capillary rise,Capillary rise
superwetting surfaces,Superwetting surfaces
wicking coefficient,Wicking coefficient
superhydrophilic surfaces,Superhydrophilic surfaces
laser micromachining,Laser micromachining
electricity consumption prediction,electricity consumption prediction
error optimization,error optimization
mn2+ and tb3+ codoped yag phosphors,Mn2+ and Tb3+ codoped YAG phosphors
luminescent properties,Luminescent properties
y3al5o12,Y3Al5O12
mn2+,Mn2+
afterglow,Afterglow
substitution,Substitution
electroless plating,Electroless plating
ag-coated cenosphere powders,Ag-coated cenosphere powders
electromagnetic shielding effectiveness,Electromagnetic shielding effectiveness
composite silicon rubbers,Composite silicon rubbers
plasma,Plasma
waste tire,Waste tire
chemical recycling,Chemical recycling
photovoltaic power forecasting,Photovoltaic power forecasting
correlation heatmap,Correlation heatmap
ensemble empirical mode decomposition,Ensemble empirical mode decomposition
bidirectional long-short term memory,Bidirectional long-short term memory
metal,Metal
microneedles,Microneedles
fabrication,Fabrication
speckle suppression,Speckle suppression
image filter,Image filter
anti-rheumatoid arthritic effect,anti-rheumatoid arthritic effect
chemical composition,chemical composition
citrus herbs,citrus herbs
buried gas pipeline,Buried gas pipeline
corrosion failure probability,Corrosion failure probability
failure model,Failure model
multiple loads,Multiple loads
subset simulation,Subset simulation
educational evaluation,educational evaluation
cross-modal collaborative analysis,cross-modal collaborative analysis
command filtered backstepping,Command filtered backstepping
finite -time control,Finite -time control
neural observer,Neural observer
nonaffine nonlinear faults,Nonaffine nonlinear faults
dynamic thermal rating,Dynamic thermal rating
time boundary conditions,Time boundary conditions
improved method for ampacity calculation,Improved method for ampacity calculation
quantile regression temporal convolutional network,Quantile regression temporal convolutional network
dcnn accelerator,DCNN accelerator
hardware efficiency,Hardware efficiency
reconfigurability,Reconfigurability
charge compensation,Charge compensation
doping profiles,doping profiles
europium,europium
fluorescence,fluorescence
materials preparation,materials preparation
phosphors,Phosphors
photoluminescence,Photoluminescence
strontium compounds,strontium compounds
schr & ouml,Schr & ouml
dinger-bopp-podolsky system,dinger-Bopp-Podolsky system
sublinear nonlinearity,sublinear nonlinearity
multiplicity,multiplicity
discrete extended state observer,Discrete extended state observer
faded neighborhood information,Faded neighborhood information
tin,TiN
sno2 anode,SnO2 anode
graphite nanosheets,Graphite nanosheets
enhancing conductivity,Enhancing conductivity
stabilizing structure,Stabilizing structure
lithium ion batteries,Lithium ion batteries
dirac-like point,Dirac-like point
acoustic cloaking,Acoustic cloaking
interface guided modes,interface guided modes
heterostructures,Heterostructures
carbon-coated nickel nanoparticles,carbon-coated nickel nanoparticles
bi3+,Bi3+
dy3+,Dy3+
crystal lattice shrink,Crystal lattice shrink
blue shift,Blue shift
ethylene glycol solution,Ethylene glycol solution
nanoemulsion,Nanoemulsion
thermophysical property,Thermophysical property
digital twins,Digital twins
mobile phone assembly line,mobile phone assembly line
production line design,production line design
hybrid workshop,hybrid workshop
simulation optimization,simulation optimization
hardware accelerator,Hardware accelerator
mixed-bits quantization,Mixed-bits quantization
bit-level weight sparsity,Bit-level weight sparsity
optical vortex,optical vortex
spiral phase plate,spiral phase plate
singular optics,singular optics
cad model lightweight,CAD model lightweight
triangle mesh,triangle mesh
feature-preserving,feature-preserving
interface identification and simplification,interface identification and simplification
projection lens,projection lens
maskless lithography,maskless lithography
diffractive optics,diffractive optics
lens design,lens design
minus second-order,Minus second-order
bullet-alike grating,Bullet-alike grating
the fmite element method,The fmite element method
emulsion,emulsion
eutectic,eutectic
fatty acid,fatty acid
freeze-thaw cycle stability,freeze-thaw cycle stability
fall detection,Fall detection
inner-wiou loss,Inner-WIoU loss
ni-edta wastewater,Ni-EDTA wastewater
ultrasonic (us),Ultrasonic (US)
fr-hp,FR-HP
us/fr-hp,US/FR-HP
full state constraints,full state constraints
multigent systems (mass),multigent systems (MASs)
oxytetracycline,Oxytetracycline
photocatalytic mechanism,Photocatalytic mechanism
reaction pathways,Reaction pathways
in situ,In situ
tin-based,Tin-based
exfoliated graphite,Exfoliated graphite
na-ion batteries,Na-ion batteries
na0.808mno2-delta,Na0.808MnO2-delta
defect structure,defect structure
on-chip sensing technology,On-chip sensing technology
finite-difference time-domain (fdtd) method,Finite-difference time-domain (FDTD) method
multiple interference coupled mode theory (micmt) method,Multiple interference coupled mode theory (MICMT) method
y2wo6: sm3+,Y2WO6: Sm3+
white light-emitting,White light-emitting
cinnamon essential oil,cinnamon essential oil
fatty acids,fatty acids
fillet quality,fillet quality
tilapia,tilapia
type 1 diabetes mellitus,Type 1 diabetes mellitus
eicosapentaenoic acid,Eicosapentaenoic acid
omega-3 polyunsaturated fatty acids,omega-3 polyunsaturated fatty acids
pancreatic alpha cells,Pancreatic alpha cells
pancreatic beta cells,Pancreatic beta cells
trans-differentiation,Trans-differentiation
sno2@zro2/c,SnO2@ZrO2/C
nanocomposite materials,Nanocomposite materials
interface improvement,Interface improvement
interfacial property,Interfacial property
bond strength,Bond strength
water-binder ratio,Water-binder ratio
automatic tensor ring (tr) rank determination,Automatic tensor ring (TR) rank determination
probability distribution,probability distribution
robust tensor completion (rtc),robust tensor completion (RTC)
tr,TR
variational bayesian (vb) algorithm,variational Bayesian (VB) algorithm
drug-target interaction prediction,Drug-target interaction prediction
united encoding,United encoding
large scale prediction,Large scale prediction
soil mechanics,Soil mechanics
cement-sand reinforced soft clay (c-srsc),cement-sand reinforced soft clay (C-SRSC)
strain gradient,strain gradient
micro-mechanism,micro-mechanism
unconfined compressive strength (ucs),unconfined compressive strength (UCS)
non-aqueous emulsion,Non-aqueous emulsion
thermal property,Thermal property
acoustic band-gap materials,Acoustic band-gap materials
linear defect,Linear defect
viscous liquid,Viscous liquid
fabry-p & eacute,Fabry-P & eacute
rot laser,rot laser
nonlinear dynamics,nonlinear dynamics
2d zno:mg/be,2D ZnO:Mg/Be
electronic structure,Electronic structure
element doping,Element doping
computational screening,Computational screening
limn 2 o 4 spinel cathode,LiMn 2 O 4 spinel cathode
li-ion batteries,Li-ion batteries
polymorphism minimum,Polymorphism Minimum
bit boundary,Bit Boundary
ni-cu electrode,Ni-Cu electrode
composite electrodeposition,Composite electrodeposition
ni-based electrodes,Ni-based electrodes
self-rated health,self-rated health
house prices,house prices
subjective well-being,subjective well-being
text mining,Text mining
product competitiveness,product competitiveness
time-varying linear optimal control,Time-varying linear optimal control
state-dependent coefficient matrix,State-dependent coefficient matrix
derivative free optimization,Derivative free optimization
pattern search,Pattern search
taguchi method,Taguchi method
tialn coating,TiAlN coating
end mill,End mill
phosphate,Phosphate
broadband near-infrared,Broadband near-infrared
solution concentration detection,Solution concentration detection
night vision,Night vision
acoustic crystal,Acoustic crystal
dirac-like points,Dirac-like points
zero-index materials,Zero-index materials
si,Si
rapid nitridation,Rapid nitridation
powder technology,Powder technology
phase transformation,Phase transformation
semi-dirac point,semi-Dirac point
zero index medium,zero index medium
anisotropic,anisotropic
znb2o4:eu3+,ZnB2O4:Eu3+
volume compensation,Volume compensation
energy migration,Energy migration
semi-solid,Semi-solid
sn-bi alloy,Sn-Bi alloy
microstucture,Microstucture
3d human pose estimation,3D human pose estimation
multi-granularity method,Multi-granularity method
skeleton structured information,Skeleton structured information
capillary-fed boiling,Capillary-fed boiling
wicks,Wicks
micro/nanotextures,Micro/nanotextures
tin-dioxide,tin-dioxide
time fractional schrodinger equation,Time fractional schrodinger equation
regularity,regularity
two grid method,Two grid method
fitted scheme,Fitted scheme
soft robot,soft robot
computational design,computational design
muscle-driven,muscle-driven
deformation modeling,Deformation Modeling
soft actuation,soft actuation
traffic pollution control,Traffic pollution control
road section environmental traffic capacity,Road section environmental traffic capacity
traffic capacity model,Traffic capacity model
augmented lagrange function,Augmented Lagrange function
al2o3-b4c ceramics,Al2O3-B4C ceramics
al18b4o33 phase,Al18B4O33 phase
sr2ynbo6: bi3+,Sr2YNbO6: Bi3+
blue-green-emitting,Blue-green-emitting
small holes,Small holes
electrochemical drilling,Electrochemical drilling
tools,Tools
pulsating flow field,Pulsating flow field
pulsating electric field,Pulsating electric field
ct reconstruction,CT reconstruction
sparse view,sparse view
dual-domain network,dual-domain network
multi-level wavelet,multi-level wavelet
convolutional long and short-term memory (conv-lstm),convolutional long and short-term memory (Conv-LSTM)
few-mode erbium -doped fiber amplifier,few-mode erbium -doped fiber amplifier
differential modal gain,differential modal gain
saturation input power,saturation input power
lignocellulosic biomass,lignocellulosic biomass
bioethanol,bioethanol
glucose,glucose
optical manipulation,Optical manipulation
monolayer graphene,Monolayer graphene
3d photonic integrated circuit,3D photonic integrated circuit
optical waveguides,Optical waveguides
holographic tomography,holographic tomography
refractive index,refractive index
point cloud,point cloud
cell classification,cell classification
tfln,TFLN
mrm,MRM
eom,EOM
high extinction ratio,high extinction ratio
small footprint,small footprint
intermodal nonlinear coefficient,intermodal nonlinear coefficient
intermodal nonlinear interaction,intermodal nonlinear interaction
continuous-wave cross-phase modulation,continuous-wave cross-phase modulation
embedded 3d printing,embedded 3D printing
composite folded structure,composite folded structure
electro-optic modulators,electro-optic modulators
traveling-wave electrodes,traveling-wave electrodes
thin-film lithium niobate,thin-film lithium niobate
high modulation efficiency,high modulation efficiency
fast quasi-adiabatic dynamics,fast quasi-adiabatic dynamics
adiabatic 3-db coupler,adiabatic 3-dB coupler
si4+,Si4+
long afterglow,long afterglow
thermoluminescence at higher temperature,thermoluminescence at higher temperature
defect,defect
software engineering,Software engineering
code generation,Code generation
multi-modal learning,Multi-modal learning
si3n4,Si3N4
reaction-bonding,Reaction-bonding
pressureless sintering,Pressureless sintering
zero-valent iron,Zero-valent iron
advanced fenton process,Advanced Fenton process
acid red 73,Acid Red 73
degradation,Degradation
eit,EIT
bulk metallic glass bonded single-layer dia-mond wheel,Bulk metallic glass bonded single-layer dia-mond wheel
diamond abrasive,Diamond abrasive
mechanical occlusion interface,Mechanical occlusion interface
grinding performance,Grinding performance
second-order,second-order
stochastic noise,stochastic noise
unicycle,unicycle
virtual structure,virtual structure
fine-grained image classification,fine-grained image classification
different layer feature fusion,different layer feature fusion
attention model,attention model
tensile stress,Tensile stress
computational efficiency,Computational efficiency
tensor-ring (tr) rank,tensor-ring (TR) rank
tr decomposition,TR decomposition
laser direct writing,laser direct writing
flexible circuit,flexible circuit
conductive ink,conductive ink
flexible substrate,flexible substrate
hdd failure prediction,HDD failure prediction
remaining useful life,remaining useful life
dual-view feature extraction,dual-view feature extraction
cross-branch dynamic gating,cross-branch dynamic gating
high frequency with low dielectric constant,High frequency with low dielectric constant
film,Film
gas separation,gas separation
differential evolution (de) algorithm,Differential Evolution (DE) algorithm
random forest (rf) algorithm,Random Forest (RF) algorithm
wind power prediction,Wind power prediction
wdsdgcn,WDSDGCN
mk-mmd,MK-MMD
decision support systems,Decision support systems
time-varying dynamical systems,Time-varying dynamical systems
rectifiers,Rectifiers
power measurement,Power measurement
high-voltage techniques,High-voltage techniques
electric potential,Electric potential
radio frequency,Radio frequency
high-voltage-gain impedance matching network (hvgmn),High-voltage-gain impedance matching network (HVGMN)
rectifier,rectifier
multi-kernel learning,Multi-kernel learning
<italic>k</italic>-nearest neighbor centered kernel learning algorithm,<italic>k</italic>-nearest neighbor centered kernel learning algorithm
weighted nuclear norm regularization,Weighted nuclear norm regularization
facial action unit detection,Facial action unit detection
label embedding,Label embedding
region attention,Region attention
wetting gradient,Wetting gradient
heat transfer enhancement,Heat transfer enhancement
jumping robot,Jumping robot
biomimetic,biomimetic
aquatic jumping,aquatic jumping
fluid simulation,fluid simulation
hydrostatic analysis,hydrostatic analysis
dynamics analysis,dynamics analysis
industrial chain,Industrial Chain
discrete adaptive collaboration (dac),Discrete Adaptive Collaboration (DAC)
group multi-role assignment (gmra),Group Multi-Role Assignment (GMRA)
conservative strategies,Conservative Strategies
3d-net current collector,3D-net current collector
copper,Copper
variable working conditions,variable working conditions
chebyshev graph convolutional neural network,Chebyshev graph convolutional neural network
multi-task collaboration,multi-task collaboration
bloch spaces,Bloch spaces
integral mean,integral mean
besov space,Besov space
evolutionary computation (ec),Evolutionary computation (EC)
neural architecture search (nas),neural architecture search (NAS)
retinal vessel segmentation,retinal vessel segmentation
biped climbing robots (bicr),Biped climbing robots (BiCR)
truss environments,Truss environments
multi-source information fusion,Multi-source information fusion
lambert w function,Lambert W function
piece-wise exponential penalty,Piece-wise exponential penalty
coupled transmission line,Coupled Transmission Line
multi-view subspace clustering,multi-view subspace clustering
feature concatenation,feature concatenation
information enhancement,information enhancement
information fusion,information fusion
consensus matrix,consensus matrix
older people,older people
cognitive training,Cognitive training
video game,Video game
dynamic difficulty,Dynamic difficulty
adjustment,adjustment
analog -to -digital converter,Analog -to -digital converter
low power consumption,Low power consumption
capacitor switching scheme,Capacitor switching scheme
redundant objective,Redundant objective
multiple signal classification,Multiple signal classification
frequency-modulated continuous-wave (fmcw) radar,frequency-modulated continuous-wave (FMCW) radar
interference suppression,Interference suppression
multiple signal classification (music),multiple signal classification (MUSIC)
alcrn/cu coatings,AlCrN/Cu coatings
oxidation,Oxidation
friction,Friction
metals and alloys,Metals and alloys
deformation and fracture,Deformation and fracture
non&#8208,non&#8208
standard finite difference method,standard finite difference method
space fractional advection&#8211,space fractional advection&#8211
diffusion equation,diffusion equation
phthalocyanine dye,Phthalocyanine dye
metallo-organic molecule,Metallo-organic molecule
one-step carbonization,One-step carbonization
nanocrystal,Nanocrystal
heart beat,Heart beat
millimeter wave radar,Millimeter wave radar
frequency modulated continuous wave,frequency modulated continuous wave
vital sign,vital sign
cellular systems,Cellular systems
spectrum efficiency,spectrum efficiency
lower semi-continuous from above,Lower semi-continuous from above
upper semi-continuous from below,Upper semi-continuous from below
minimum,Minimum
von newman's minimax principle,von Newman's minimax principle
nonhomogeneous markov jump systems,nonhomogeneous Markov jump systems
finite-time h-infinity control,finite-time H-infinity control
cross-domain image retrieval,Cross-domain image retrieval
ra-mac,RA-MAC
failure prediction,Failure prediction
computer application,computer application
roaming,roaming
cardinal,Cardinal
multiplicative updates,multiplicative updates
auxiliary functions,auxiliary functions
nonnegative quadratic programming,Nonnegative quadratic programming
auto parts,Auto parts
bom,BOM
retrieve,Retrieve
tree structure model,Tree structure model
inheritance code,Inheritance code
qrd complex detection,QRD complex detection
modulus maxima,modulus maxima
horizontal crossover,Horizontal crossover
vertical crossover,Vertical crossover
dynamic economic dispatch,Dynamic economic dispatch
ramp-rate,Ramp-rate
valve-point effects,Valve-point effects
slogan,slogan
legal language,legal language
legal system,legal system
enforcement of law,enforcement of law
data-term,data-term
priority function,priority function
the shape of the target region,the shape of the target region
stochastic system,Stochastic system
mean-square exponential stabilization,mean-square exponential stabilization
extension control,extension control
multimode intelligent control,Multimode intelligent control
steering system,Steering system
impulsive stochastic delay differential equations,Impulsive stochastic delay differential equations
pth moment exponential stability,pth moment exponential stability
razumikhin-type theorem,Razumikhin-type theorem
magnetorheological finishing(mrf),magnetorheological finishing(MRF)
abrasive,abrasive
motion trajectory,motion trajectory
dwell time,dwell time
soft computing technique,Soft computing technique
cut-off grade,Cut-off grade
grade of crude ore,Grade of crude ore
multirobot system,multirobot system
market-based,market-based
limited-task tree,limited-task tree
sampling strategy,sampling strategy
micrograph paper serial number,micrograph paper serial number
955,955
analytical chemistry,analytical chemistry
trace metal determination,trace metal determination
inductively coupled plasma atomic emission spectrometry (icp-aes),inductively coupled plasma atomic emission spectrometry (ICP-AES)
coprecipitation,coprecipitation
sodium tungstate,sodium tungstate
securities investment,securities investment
decision-making system,decision-making system
error logic,error logic
acidic oxygen evolution reaction,Acidic oxygen evolution reaction
non-noble metal electrocatalyst,Non-noble metal electrocatalyst
spinel cobalt oxide,Spinel cobalt oxide
oxygen vacancy,Oxygen vacancy
water electrolysis,Water electrolysis
affective design,Affective design
large vision model,Large vision model
multimodal data,Multimodal data
user design requirement,User design requirement
bulk metallic glass,Bulk metallic glass
rejuvenation treatment,Rejuvenation treatment
