paper_id,keyword_id
WOS:000238019100156,ito formula
WOS:001330438600020,absolute grating ruler
WOS:001330438600020,code positioning
WOS:001330438600020,code decoding
WOS:001330438600020,measurement
WOS:001330438600020,deep learning
WOS:000417367600143,head pose estimation
WOS:000417367600143,deep learning
WOS:000417367600143,extracting feature
WOS:000417367600143,classification algorithm
WOS:001606818200001,sialon ceramics
WOS:001606818200001,ceramic cutting tool
WOS:001606818200001,mechanical properties
WOS:001606818200001,cutting performance
WOS:001606818200001,inconel 718
WOS:001546408000002,single-crystal aln
WOS:001546408000002,uv photocatalytic reaction
WOS:001546408000002,uv-fenton reaction
WOS:001546408000002,fenton reaction
WOS:001546408000002,chemical mechanical polishing (cmp)
WOS:000671962500001,cellular material
WOS:000671962500001,hollow sphere structure
WOS:000671962500001,compression test
WOS:000671962500001,numerical simulation
WOS:000671962500001,large deformation
WOS:000671962500001,energy absorption
WOS:000445301000002,singular spectral analysis
WOS:000445301000002,signal reconstruction
WOS:000445301000002,quantization error
WOS:000445301000002,cross entropy
WOS:000445301000002,sigmoid function
WOS:000258893000028,quotient space
WOS:000258893000028,granular computing
WOS:000258893000028,clustering analysis
WOS:000258893000028,f-statics
WOS:000258893000028,optimal clustering
WOS:000232592100008,carbon
WOS:000232592100008,evaporation
WOS:000232592100008,optical spectroscopy
WOS:001489031900001,uv photocatalytic-fenton reaction
WOS:001489031900001,ag@agcl photocatalyst
WOS:001489031900001,6h-sic
WOS:001489031900001,orthogonal experiment
WOS:001489031900001,polishing effect
WOS:001351511300001,polycrystalline diamond
WOS:001351511300001,photo-fenton reaction
WOS:001351511300001,chemical mechanical polishing
WOS:001351511300001,processing parameters
WOS:001092326600022,transfer learning
WOS:001092326600022,privileged learning
WOS:001092326600022,universum learning
WOS:000303483500079,principle component extraction
WOS:000303483500079,analytic hierarchy process
WOS:000303483500079,elman neural network
WOS:001646695100001,ip location openness
WOS:001646695100001,social media participation behavior
WOS:001646695100001,social media
WOS:001646695100001,sina weibo
WOS:001646695100001,information surveillance
WOS:001646695100001,gender difference
WOS:001706337700577,cross-network learning
WOS:001706337700577,graph transfer learning
WOS:001706337700577,link prediction
WOS:001706337700577,optimal transport
WOS:001706337700577,graph neural network
WOS:001576578800001,blood pressure measurement
WOS:001576578800001,neural nets
WOS:001576578800001,signal processing
WOS:001656760500506,semi-supervised learning
WOS:001656760500506,medical image segmentation
WOS:001656760500506,class imbalance
WOS:001656760500506,contrastive learning
WOS:001572943400057,computational thinking
WOS:001572943400057,artificial intelligence
WOS:001572943400057,teaching design
WOS:001572943400057,human-ai co-creation model
WOS:001572943400057,constructivist theory
WOS:001572943400057,programming education
WOS:001263774700001,current sharing
WOS:001263774700001,distributed energy storage system (dess)
WOS:001263774700001,energy control strategy
WOS:001263774700001,state of charge (soc)
WOS:001263774700001,stability analysis
WOS:001290434600100,distantly supervision
WOS:001290434600100,information extraction
WOS:001290434600100,relation extraction
WOS:001290434600100,label prompt
WOS:001055196900001,neural architecture search
WOS:001055196900001,hybrid evolutionary strategy
WOS:001055196900001,performance collapse
WOS:001016153400001,clustering
WOS:001016153400001,feature extraction
WOS:001016153400001,adaptive graph
WOS:001016153400001,tucker decomposition
WOS:001161549500019,causal inference
WOS:001161549500019,observational network data
WOS:001161549500019,generalization bound
WOS:001248072800174,rbf neural network
WOS:001248072800174,feedforward control
WOS:001248072800174,permanent magnet linear motor
WOS:000544771300001,broadband antenna
WOS:000544771300001,circularly polarized antenna
WOS:000544771300001,low profile
WOS:000544771300001,metasurface
WOS:000538841600018,dirichlet series
WOS:000538841600018,knopp-kojima method
WOS:000538841600018,newton polygon
WOS:000538841600018,generalized lower order
WOS:000630910300052,dictionary learning
WOS:000630910300052,sparse representation
WOS:000630910300052,minimax concave penalty
WOS:000630910300052,proximal operator
WOS:000630910300052,difference of convex
WOS:000460781700015,leather fabric
WOS:000460781700015,ptimal nesting
WOS:000460781700015,cutting stock problem (csp)
WOS:000460781700015,cutting machine
WOS:000381953400018,eichhornia crassipes
WOS:000381953400018,nitrogen
WOS:000381953400018,rhizosphere microbial community
WOS:000381953400018,pcr-dgge
WOS:000379318300242,intrusion detection
WOS:000379318300242,polynomial support vector machine
WOS:000379318300242,accuracy
WOS:000379318300242,data mining
WOS:000384635400107,wechat popularity of colleges and universities
WOS:000384635400107,wechat universal model
WOS:000384635400107,colleges and universities wechat application
WOS:000309941600238,neuro-fuzzy controller
WOS:000309941600238,rudder roll stabilization
WOS:000309941600238,fuzzy control
WOS:000309941600238,neural network
WOS:000275782600081,contradictory information
WOS:000275782600081,basic-element
WOS:000275782600081,extension set
WOS:001684741400001,centrifugal force
WOS:001684741400001,magnetic field
WOS:001684741400001,variable gravity field
WOS:001684741400001,dual interface
WOS:001684741400001,rayleigh-benard convection
WOS:001602110200001,eye movement
WOS:001602110200001,canopy
WOS:001602110200001,hrv
WOS:001602110200001,csi
WOS:001602110200001,physiology
WOS:001602110200001,healthy environment
WOS:001408560300001,uv photocatalytic
WOS:001408560300001,fixed polishing plate
WOS:001408560300001,single-crystal sic
WOS:001408560300001,process parameters
WOS:001408560300001,polishing effect
WOS:000605110100041,rapeseed meal
WOS:000605110100041,biomass
WOS:000605110100041,oxygen reduction reaction
WOS:000605110100041,microbial fuel cell
WOS:001654133200024,hyperspectral image classification
WOS:001654133200024,convolutional neural network
WOS:001654133200024,3d polarized self-attentive mechanism
WOS:001654133200024,multi-feature parallel fusion
WOS:000892674300001,covid-19
WOS:000892674300001,drug repositioning
WOS:000892674300001,linear neighborhood similarity
WOS:000892674300001,label propagation
WOS:000892674300001,wknkn
WOS:000452461400002,finite word length filters
WOS:000452461400002,functional inequality constrained integer programming
WOS:000452461400002,linear-phase fir single-band pcls filters
WOS:000452461400002,pcls theorem
WOS:001002206900001,aqueous zinc-ion batteries
WOS:001002206900001,electrolyte additives
WOS:001002206900001,multidimensional structures
WOS:001002206900001,v2o3
WOS:001002206900001,zn dendrites
WOS:001012907400001,high-voltage cathode
WOS:001012907400001,hybrid electrolyte
WOS:001012907400001,microwave-assisted solvothermal method
WOS:001012907400001,aqueous zinc-ion batteries
WOS:000251009300022,singular system
WOS:000251009300022,switched system
WOS:000251009300022,time delay
WOS:000251009300022,discontinuous
WOS:001712860000001,non-circular signal
WOS:001712860000001,sparse array
WOS:001712860000001,redundancy
WOS:001712860000001,coarray transformation
WOS:001712860000001,degrees of freedom
WOS:001295608700001,si (3) n (4) joints
WOS:001295608700001,sps
WOS:001295608700001,shear strength
WOS:001295608700001,si3n4-li2o-y2o3
WOS:001295608700001,(3-si3n4
WOS:000395644900018,defect score
WOS:000395644900018,integrated circuit (ic) solder joint inspection
WOS:000395644900018,location prior knowledge
WOS:000395644900018,robust principle component analysis (rpca)
WOS:000465347700057,energy harvesting
WOS:000465347700057,ferroelectric materials
WOS:000465347700057,lead-free ceramics
WOS:000465347700057,phase transition
WOS:000465347700057,raman spectra
WOS:000356335400019,adaptive fuzzy synchronization
WOS:000356335400019,chaotic systems
WOS:000356335400019,uncertainties
WOS:000356335400019,generalized linear master-slave synchronization
WOS:000356335400019,different dimensions
WOS:001546967700001,single-crystal sic
WOS:001546967700001,ag@agcl photocatalyst
WOS:001546967700001,photocatalytic-fenton hybrid reaction
WOS:001546967700001,catalytic parameters
WOS:001546967700001,polishing efficacy
WOS:000465520200074,hybrid mode
WOS:000465520200074,slotted patch
WOS:000465520200074,low profile
WOS:000465520200074,sub-6ghz communication
WOS:000884709200001,gan
WOS:000884709200001,image-to-image translation
WOS:000884709200001,few-shot learning
WOS:000884709200001,domain adaptation
WOS:000816110700001,ti3c2tx quantum dots
WOS:000816110700001,surface functional groups
WOS:000816110700001,tapered fiber saturable absorber
WOS:000816110700001,mode-locked
WOS:000816110700001,er3+-doped fiber laser
WOS:000807670700001,bromination
WOS:000807670700001,hypervalent iodine reagent
WOS:000807670700001,1-bromoalkynes
WOS:000807670700001,"1,2-dibromoalkene"
WOS:000807670700001,"alpha, alpha-dibromoketone"
WOS:000807670700001,tetrabromoalkanes
WOS:000807670700001,chemoselectivity
WOS:000807670700001,alkyne
WOS:000437311900014,uncertain systems
WOS:000437311900014,lyapunov methods
WOS:000437311900014,matrix algebra
WOS:000437311900014,filtering theory
WOS:000437311900014,neurocontrollers
WOS:000437311900014,robust control
WOS:000437311900014,control system synthesis
WOS:000437311900014,robust estimator design
WOS:000437311900014,periodic neural networks
WOS:000437311900014,polytopic uncertain weight matrices
WOS:000437311900014,randomly occurred sensor nonlinearities
WOS:000437311900014,polytopic uncertain connection weight matrices
WOS:001339438400001,heat stress
WOS:001339438400001,semiconductor liquid cooling clothing
WOS:001339438400001,healthcare workers
WOS:001339438400001,hot and humid environment
WOS:000643154200001,melt electrospinning writing
WOS:000643154200001,nerve cell growth
WOS:000643154200001,peripheral neural regeneration
WOS:000643154200001,surface modification
WOS:000643154200001,tissue engineering scaffolds
WOS:000971224400001,convergence
WOS:000971224400001,gradient methods
WOS:000971224400001,matrix decomposition
WOS:000971224400001,optimal control
WOS:000443785800053,fe-based amorphous alloy
WOS:000443785800053,heat treatments
WOS:000443785800053,rapid thermal processing
WOS:000443785800053,soft magnetic properties
WOS:000390507400015,performance evaluation
WOS:000390507400015,bpa
WOS:000390507400015,conflict
WOS:000390507400015,multi-focus image
WOS:000900977100001,carbon emission
WOS:000900977100001,ecosystem
WOS:000900977100001,plus model
WOS:000900977100001,invest model
WOS:000900977100001,urban expansion
WOS:000419611600018,sparsity adaptive matching pursuit
WOS:000419611600018,mixed l-1 norm and l-2 norm regularized algorithm
WOS:000419611600018,signal reconstruction
WOS:000392340400011,image processing
WOS:000392340400011,blind inpainting
WOS:000392340400011,deep learning
WOS:000392340400011,convolutional neural network
WOS:000279436300011,nonself-asymptotically nonexpansive mappings
WOS:000279436300011,common fixed point
WOS:000279436300011,three step iteration
WOS:000279436300011,kadec-klee property
WOS:000821363300001,anti-inflammatory
WOS:000821363300001,aromatic-turmerone
WOS:000821363300001,colitis
WOS:000821363300001,curcuma longa l
WOS:000821363300001,turmeric oils
WOS:001355821500001,foam ceramic
WOS:001355821500001,ultrasonic field
WOS:001355821500001,magnetic field
WOS:001355821500001,photothermal conversion
WOS:001343822300001,3d graphene oxide
WOS:001343822300001,high mass loading
WOS:001343822300001,supercapacitor
WOS:001343822300001,mno2
WOS:001692865600001,carbon dioxide
WOS:001692865600001,atmospheric pollutant
WOS:001692865600001,synergistic control
WOS:001692865600001,technological abatement
WOS:001692865600001,guangdong-hong kong-macau greater bay area
WOS:001043065100019,inrush current suppression
WOS:001043065100019,multilevel inverter (mli)
WOS:001043065100019,switched-capacitor (sc)
WOS:001043065100019,zero-voltage switching (zvs)
WOS:000969194200001,inductor voltage
WOS:000969194200001,dc-bus voltage
WOS:000969194200001,resonance peak
WOS:000969194200001,double closed-loop control
WOS:000969194200001,inverter output current
WOS:000827533200002,embedded low-carbon service supply chain
WOS:000827533200002,energy service company
WOS:000827533200002,carbon abatement efficiency
WOS:000827533200002,information asymmetry
WOS:000633188500001,autonomous underwater vehicle
WOS:000633188500001,motion control
WOS:000633188500001,virtual reality system
WOS:000633188500001,neuro-fuzzy controller
WOS:000284917600056,multi-robot
WOS:000284917600056,utility
WOS:000284917600056,task allocation
WOS:000284917600056,genetic algorithm
WOS:000284917600056,search optimization
WOS:000245718100157,intelligent vehicle
WOS:000245718100157,driving simulation
WOS:000245718100157,virtual reality
WOS:000235261200061,stochastic fuzzy neural network
WOS:000235261200061,information fusing
WOS:000235261200061,pulse state recognition
WOS:000244064500341,time series
WOS:000244064500341,artificial neural network (ann)
WOS:000244064500341,least square
WOS:000244064500341,data mining
WOS:000179017500514,distributed manufacturing
WOS:000179017500514,dynamic dispatching
WOS:000179017500514,agent
WOS:001470340400001,uv-pc
WOS:001470340400001,fixed polishing plate
WOS:001470340400001,single-crystal sic
WOS:001470340400001,photocatalytic parameters
WOS:001470340400001,polishing effect
WOS:000417367600098,l1/2 non-convex optimization
WOS:000417367600098,sparse representation
WOS:000417367600098,adaptive regularization
WOS:000417367600098,super-resolution reconstruction
WOS:000417367600098,compatibility of adjacent patches
WOS:000417367600098,jointing dictionary
WOS:001694692500001,user interface
WOS:001694692500001,emergency situations
WOS:001694692500001,human-machine interaction
WOS:001694692500001,icon recognition
WOS:001694692500001,icon memory
WOS:001694692500001,event-related potentials
WOS:001556889801126,multi-unmanned surface vehicles (musvs)
WOS:001556889801126,target tracking
WOS:001556889801126,collision avoidance
WOS:001556889801126,formation control
WOS:001556889801126,guidance law
WOS:001286842600060,compressed video forensics
WOS:001286842600060,source camera identification
WOS:001286842600060,photo response non-uniformity
WOS:001286842600060,multi-scale neighborhood shrinkage
WOS:001286842600060,edge structure-preserving filtering
WOS:001290434601106,sequential recommendation
WOS:001290434601106,gibbs phenomenon
WOS:001290434601106,discrete cosine transform
WOS:001290434601106,contrastive learning
WOS:001140427300001,distribution network
WOS:001140427300001,distributed energy storage system
WOS:001140427300001,demand response
WOS:001140427300001,electricity price
WOS:001140427300001,91-10
WOS:001143871700001,evolutionary algorithm
WOS:001143871700001,many-objective optimization
WOS:001143871700001,multi-objective optimization
WOS:001143871700001,parental guidance
WOS:001052739600001,neural architecture search
WOS:001052739600001,partial channel connection
WOS:001052739600001,efficient channel attention
WOS:000918232900001,asymptotically tracking control
WOS:000918232900001,external stimulations
WOS:000918232900001,links system
WOS:000918232900001,state observer for the links system
WOS:000918232900001,structural balance
WOS:000846175800001,dual-drive gantry stage
WOS:000846175800001,synchronization control
WOS:000846175800001,gslqr optimal control
WOS:000846175800001,convex optimization
WOS:000846175800001,force-ff decoupling
WOS:000846175800001,virtual centroid
WOS:000846175800001,heavy-load
WOS:000904649300004,discrete-event systems
WOS:000904649300004,predictability
WOS:000904649300004,pattern
WOS:000696929200001,error bounds
WOS:000696929200001,linear complementarity problem
WOS:000696929200001,h-matrix
WOS:001248063600092,packaging equipment
WOS:001248063600092,point-to-point motion
WOS:001248063600092,speed planning
WOS:000552500700001,location-based services
WOS:000552500700001,location privacy-preserving
WOS:000552500700001,blockchain
WOS:000552500700001,k-anonymity
WOS:000472138500003,indium-zinc oxide
WOS:000472138500003,thin-film transistor
WOS:000472138500003,low frequency noise
WOS:000472138500003,contact resistance
WOS:000455048400086,association rule mining
WOS:000455048400086,social network
WOS:000455048400086,community discovery
WOS:000455048400086,recommendation model
WOS:000367214200173,target current
WOS:000367214200173,si3n4 ceramic tools
WOS:000367214200173,"(ti, al, zr)n coating"
WOS:000367214200173,microstructure
WOS:000367214200173,mechanical properties
WOS:000351608200133,distributed storage model
WOS:000351608200133,selfish and rational
WOS:000351608200133,storage service entity
WOS:000398980500071,workflow
WOS:000398980500071,workflow engine
WOS:000398980500071,software project management
WOS:000265085700012,contourlet
WOS:000265085700012,hvs
WOS:000265085700012,dwt
WOS:000265085700012,dfb
WOS:000290894600043,distributed video coding
WOS:000290894600043,side information
WOS:000290894600043,motion estimation
WOS:000290894600043,kalman filter
WOS:000273501600025,isolated cuk circuit
WOS:000273501600025,resonance
WOS:000273501600025,transmission efficiency
WOS:000273501600025,mppt
WOS:000248091800145,cooperative r&d
WOS:000248091800145,intellectual property
WOS:000248091800145,risk
WOS:001141740700035,thin films
WOS:001141740700035,gallium oxide film
WOS:001141740700035,annealing atmosphere
WOS:001141740700035,solution method
WOS:001141740700035,defect level
WOS:001141740700035,film properties
WOS:000528931600016,intelligent manufacturing
WOS:000528931600016,blockchain
WOS:000528931600016,multi-chain
WOS:000528931600016,strategy of blockchain dividing
WOS:000429392500002,image super-resolution
WOS:000429392500002,cascaded convolution neural network
WOS:000429392500002,multi-scale feature mapping
WOS:000429392500002,residual learning
WOS:000429392500002,gradient clipping
WOS:001530188200001,quasi-synchronization
WOS:001530188200001,markov jump neural networks
WOS:001530188200001,dynamic event-triggered scheme
WOS:001530188200001,cyber attacks
WOS:000303855900094,nonlinear dimensionality reduction
WOS:000303855900094,manifold learning
WOS:000303855900094,locally linear embedding
WOS:000303855900094,correlation coefficient
WOS:000832064300001,quantum transport
WOS:000832064300001,seebeck coefficient
WOS:000832064300001,phosphorene nanoribbon
WOS:000832064300001,edge states
WOS:001790379800001,mre polishing pad
WOS:001790379800001,single-crystal sic
WOS:001790379800001,chemical mechanical polishing
WOS:001790379800001,photocatalytic-fenton composite reaction
WOS:000455527500008,electrocardiographic signal
WOS:000455527500008,low-rank decomposition
WOS:000455527500008,robust principle component analysis
WOS:000455527500008,weighted nuclear norm minimization
WOS:000455527500008,electromyographic noise
WOS:000450162400018,home health care
WOS:000450162400018,routing
WOS:000450162400018,dense communities
WOS:000450162400018,stochastic service time
WOS:000450162400018,chance constrained programming
WOS:000796172900001,density functional theory
WOS:000796172900001,atomic intercalation
WOS:000796172900001,spin-polarization
WOS:000796172900001,superexchange
WOS:000509374200089,multidimensional systems
WOS:000509374200089,interpolation
WOS:000509374200089,grid computing
WOS:000509374200089,error analysis
WOS:000509374200089,convergence of numerical methods
WOS:001208602700001,high -entropy boride
WOS:001208602700001,high -entropy carbide
WOS:001208602700001,reactive sintering
WOS:001208602700001,mechanical properties
WOS:001082579400001,seawater electrolysis
WOS:001082579400001,oxygen evolution reaction
WOS:001082579400001,hydrogen evolution reaction
WOS:001082579400001,ion exchange
WOS:001082579400001,fe doping
WOS:001082579400001,hollow nanorod
WOS:001145451300003,ai-generated design
WOS:001145451300003,consumer satisfaction
WOS:001145451300003,data warehouse
WOS:001145451300003,importance-performance analysis
WOS:001145451300003,packaging design
WOS:000818022700010,industrial process
WOS:000818022700010,control parameterization
WOS:000818022700010,optimization and control
WOS:000818022700010,particle swarm optimization (pso)
WOS:000818022700010,injection molding
WOS:000392035600007,absolute optical encoder
WOS:000392035600007,error compensation
WOS:000392035600007,empirical mode decomposition
WOS:000392035600007,hilbert marginal spectrum
WOS:000314854000046,runge-kutta methods
WOS:000314854000046,numerical solution
WOS:000314854000046,oscillation
WOS:000314854000046,stability
WOS:000276105200004,i-asymptotically nonexpansive nonself-mappings
WOS:000276105200004,common fixed point
WOS:000276105200004,iteration scheme
WOS:000276105200004,kadec-klee property
WOS:000276105200004,banach spaces
WOS:000071514700010,hdpe-talc
WOS:000071514700010,coupling agents
WOS:000071514700010,percolation
WOS:000071514700010,representative reinforcing volume
WOS:001741243800004,methane hydrate reservoir
WOS:001741243800004,double-diffusive convection
WOS:001741243800004,entropy generation
WOS:001741243800004,dufour effect
WOS:001741243800004,soret effect
WOS:001585367000003,co(2 )capture
WOS:001585367000003,machine learning
WOS:001585367000003,amine solvents
WOS:001585367000003,ensemble learning
WOS:001585367000003,wasserstein gan
WOS:001441029600001,nano-enhanced phase change materials
WOS:001441029600001,porous media
WOS:001441029600001,non-uniform magnetic field
WOS:001441029600001,kelvin force
WOS:001441029600001,helmholtz coil
WOS:001315612000001,adaptive neighbourhood similarity
WOS:001315612000001,iterative gradient descent
WOS:001315612000001,microbe-disease associations
WOS:001315612000001,sparse constraint-based matrix completion
WOS:001014656700001,fringe-projection technology
WOS:001014656700001,concrete fracture surfaces
WOS:001014656700001,roughness
WOS:001014656700001,fractal dimension
WOS:000274833700100,fuzzy control
WOS:000274833700100,single chip
WOS:000274833700100,field programmable gate arrays
WOS:000274833700100,hardware design languages
WOS:000274833700100,circuit simulation
WOS:001541346700006,centrifugal force
WOS:001541346700006,magnetic field
WOS:001541346700006,variable gravity field
WOS:001486812500001,single-crystal aln
WOS:001486812500001,uv photocatalytic reaction
WOS:001486812500001,chemical mechanical polishing
WOS:001486812500001,processing parameters
WOS:001316939600001,composite materials
WOS:001316939600001,metallic hollow spheres
WOS:001316939600001,porous materials
WOS:001316939600001,mechanical properties
WOS:000324849400033,self-similar region
WOS:000324849400033,passive fiber
WOS:000324849400033,low-order approximation
WOS:000324849400033,dispersion-decreasing fiber
WOS:000324849400033,nonlinearity increasing fiber
WOS:000294307800011,phi-strongly accretive operator
WOS:000294307800011,uniformly continuous
WOS:000294307800011,mann iteration with errors
WOS:000294307800011,ishikawa iteration with errors
WOS:000294307800011,noor iteration with errors
WOS:000294307800011,multistep iteration with errors
WOS:001800462300001,single-crystal sic
WOS:001800462300001,magnetically controlled performance
WOS:001800462300001,polishing
WOS:001800462300001,mre polishing pad
WOS:001799227700001,polycrystalline diamond
WOS:001799227700001,resin-bonded diamond grinding wheel
WOS:001799227700001,catalytic graphitization
WOS:001750067100001,polycrystalline diamond
WOS:001750067100001,electro-fenton chemical mechanical polishing
WOS:001750067100001,single-factor experiments
WOS:001750067100001,process optimization
WOS:000440958800101,battery thermal management system
WOS:000440958800101,phase change material
WOS:000440958800101,heat pipe
WOS:000440958800101,thermal performance
WOS:000440958800101,cooling system
WOS:000427792400004,image denoising
WOS:000427792400004,feedforward neural nets
WOS:000427792400004,gradient methods
WOS:000427792400004,convergence of numerical methods
WOS:000427792400004,image denoising method
WOS:000427792400004,deep convolution neural network
WOS:000427792400004,dcnn
WOS:000427792400004,contaminated image
WOS:000427792400004,latent clear image
WOS:000427792400004,training stage
WOS:000427792400004,gradient clipping scheme
WOS:000427792400004,noise levels
WOS:000440007600011,generalized hamilton-jacobi-bellman (hjb) equation
WOS:000440007600011,iterative method
WOS:000440007600011,nonlinear dynamic system
WOS:000440007600011,optimal control
WOS:000404419100005,computerised instrumentation
WOS:000404419100005,image colour analysis
WOS:000404419100005,decomposition
WOS:000404419100005,diffraction gratings
WOS:000404419100005,position measurement
WOS:000404419100005,image coding
WOS:000404419100005,edge detection
WOS:000404419100005,measurement accuracy
WOS:000404419100005,edge detection method
WOS:000404419100005,grating line
WOS:000404419100005,empirical mode decomposition
WOS:000404419100005,absolute position coding image
WOS:001049161000002,landscape ecological risk identification
WOS:001049161000002,wetland ecological security patterns
WOS:001049161000002,productive wetland restoration
WOS:001049161000002,landscape ecology theory
WOS:000514642700038,fractional fourier transform
WOS:000514642700038,group-velocity dispersion
WOS:000514642700038,photonic frequency-shifting loop
WOS:000514642700038,frequency measurement
WOS:000514642700038,chirp rate characterization
WOS:001384668600001,near-field direct writing (nfdw)
WOS:001384668600001,nanopositioning
WOS:001384668600001,piezoelectric ceramics (pzt)
WOS:001384668600001,fiber deposition
WOS:001384668600001,serpentine microstructure
WOS:000940097700001,monolithically integrated multi-section semiconductor laser
WOS:000940097700001,key space
WOS:000940097700001,chaotic secure communication
WOS:000940097700001,optical feedback
WOS:000359165300047,luminescence
WOS:000359165300047,energy transfer
WOS:000359165300047,sm3+-eu3+
WOS:000359165300047,thermal stability
WOS:000764786100001,tensors
WOS:000764786100001,matrix decomposition
WOS:000764786100001,computational modeling
WOS:000764786100001,optimization
WOS:000764786100001,minimization
WOS:000764786100001,matrix converters
WOS:000764786100001,signal processing algorithms
WOS:000764786100001,tensor analysis
WOS:000764786100001,robust tensor decomposition
WOS:000764786100001,tensor train decomposition
WOS:000764786100001,tensor robust principal component analysis
WOS:001653407300001,atomization breakup
WOS:001653407300001,comsol simulation
WOS:001653407300001,electrospray
WOS:001653407300001,response surface methodology
WOS:001631067800025,optimization
WOS:001631067800025,generators
WOS:001631067800025,vectors
WOS:001631067800025,training
WOS:001631067800025,sociology
WOS:001631067800025,evolutionary computation
WOS:001631067800025,task analysis
WOS:001631067800025,bilevel optimization
WOS:001631067800025,conditional generative adversarial network (cgan)
WOS:001631067800025,discriminator
WOS:001631067800025,evolutionary algorithm
WOS:001631067800025,multiobjective
WOS:000766277800023,endfire radiation
WOS:000766277800023,helical antenna
WOS:000766277800023,normal-mode helix
WOS:000766277800023,wide bandwidth
WOS:001644201100001,low carbon campus
WOS:001644201100001,individual emissions
WOS:001644201100001,life cycle assessment
WOS:001644201100001,machine learning
WOS:001644201100001,clustering
WOS:000568700000001,bio-inspired surfaces
WOS:000568700000001,coalescence-induced droplet jumping
WOS:000568700000001,dropwise condensation
WOS:000568700000001,femtosecond laser
WOS:000568700000001,superhydrophobic surfaces
WOS:001129730000001,variant design
WOS:001129730000001,production line
WOS:001129730000001,digital twin
WOS:001129730000001,parameter correlation
WOS:000374851000008,signal processing
WOS:000374851000008,linear programming
WOS:000374851000008,minimisation
WOS:000374851000008,concave programming
WOS:000374851000008,signal instantaneous frequency representation
WOS:000374851000008,signal instantaneous magnitude representation
WOS:000374851000008,positivity constraint
WOS:000374851000008,nonsmooth nonconvex functional constrained optimisation
WOS:000374851000008,nonconvex functional equality constraint
WOS:000374851000008,linear functional inequality constraint
WOS:000374851000008,pth-order derivatives
WOS:000374851000008,maximum total absolute value minimization
WOS:001334094200001,underwater organism detection
WOS:001334094200001,deep learning
WOS:001334094200001,underwater imaging
WOS:001334094200001,pattern recognition
WOS:000915491600001,underwater image restoration
WOS:000915491600001,attention mechanisms
WOS:000915491600001,generative adversarial network (gan)
WOS:000915491600001,deep residual network
WOS:001528222600001,photoredox catalysis
WOS:001528222600001,co2 conversion
WOS:001528222600001,conpet
WOS:001528222600001,alkynes
WOS:001528222600001,difunctionalization
WOS:001528222600001,radicals
WOS:001303570800001,digital holography
WOS:001303570800001,digital image processing
WOS:001303570800001,speckle noise
WOS:001303570800001,structural similarity
WOS:001785750500001,ultrafast laser
WOS:001785750500001,ultra-thin flat heat pipe
WOS:001785750500001,beetle-mimetic phase-separating microgrooves
WOS:001785750500001,thermal performance
WOS:001347375800001,thermocapillary convection
WOS:001347375800001,nano-enhanced phase change material
WOS:001347375800001,(nepcm)
WOS:001347375800001,uniform magnetic field
WOS:001347375800001,kelvin force
WOS:001347375800001,flow instability
WOS:001244230900001,zr-based bulk metallic glass
WOS:001244230900001,mechanical machining
WOS:001244230900001,chip segmentation
WOS:001244230900001,shear slip
WOS:001244230900001,shear fracture
WOS:000753175100029,optical fiber sensor
WOS:000753175100029,humidity measurement
WOS:000753175100029,gelatin
WOS:000753175100029,fabry-perot interferometer
WOS:001255331700001,composite materials
WOS:001255331700001,surfaces and interfaces
WOS:001255331700001,spark plasma sintering
WOS:001255331700001,chemical bonding interface
WOS:001255331700001,electrical conductivity
WOS:001255331700001,mechanical properties
WOS:001425191300001,water distribution system
WOS:001425191300001,resilience surrogate measure
WOS:001425191300001,pipe diameter uniformity
WOS:001425191300001,node degree
WOS:001425191300001,multi-pipe failure
WOS:001425191300001,performance fluctuation
WOS:001311574000001,water network urban ecological network
WOS:001311574000001,corridor design
WOS:001311574000001,3d resistance surface
WOS:001311574000001,circuit theory
WOS:001311574000001,ecological security
WOS:001056468200001,ugbs
WOS:001056468200001,system synergies
WOS:001056468200001,tos bundles
WOS:001056468200001,social-ecological driver
WOS:001056468200001,spatial planning
WOS:001187741300001,ultra-thin vapor chamber
WOS:001187741300001,laser micro-nano fabrication
WOS:001187741300001,gas-liquid partitioned microgroove
WOS:001187741300001,capillary climb
WOS:001187741300001,phase change performance
WOS:000682627000001,video captioning
WOS:000682627000001,graph convolutional network
WOS:000682627000001,gated recurrent unit
WOS:000682627000001,attention mechanism
WOS:000682627000001,long-short term memory
WOS:000682627000001,multimodal fusion
WOS:001464576700001,sleep stage
WOS:001464576700001,dynamic mode decomposition
WOS:001464576700001,low-rank representation learning
WOS:001464576700001,polysomnograms
WOS:001411089400001,single-crystal gan
WOS:001411089400001,metal contact corrosion
WOS:001411089400001,chemical mechanical polishing
WOS:001411089400001,al polishing plate
WOS:001411089400001,oh
WOS:000795658500001,containment control
WOS:000795658500001,input saturation
WOS:000795658500001,sensor faults
WOS:000795658500001,stochastic multi-agent systems
WOS:000663590100001,laser processing
WOS:000663590100001,ti6al4v
WOS:000663590100001,crater array microstructure
WOS:000663590100001,surface characteristics
WOS:000663590100001,strength of bonded joint
WOS:000333059200044,variation semi-sinusoidal window
WOS:000333059200044,programmable ac power source
WOS:000333059200044,power harmonics analysis
WOS:001421108800001,single crystal diamond
WOS:001421108800001,fenton reaction
