paper_id,journal_id
WOS:001165741100001,ENERGY REPORTS
WOS:001454974300037,"2024 9TH INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND SIGNAL PROCESSING, ICSP"
WOS:000961364300001,JOURNAL OF LUMINESCENCE
WOS:000499872200046,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS
WOS:000303205000002,MODERN PHYSICS LETTERS B
WOS:000362971200017,JOURNAL OF APPLIED PHYSICS
WOS:000341999200007,MODERN PHYSICS LETTERS B
WOS:000252380300353,"2007 IEEE INTERNATIONAL CONFERENCE ON AUTOMATION AND LOGISTICS, VOLS 1-6"
WOS:000783193200005,ENERGY STORAGE MATERIALS
WOS:000295057700060,ADVANCED SCIENCE LETTERS
WOS:000307262900071,KNOWLEDGE ENGINEERING AND MANAGEMENT
WOS:001248072800054,"2022 23RD INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000459504600089,IEEE TRANSACTIONS ON SMART GRID
WOS:001785418600001,MATERIALS GENOME ENGINEERING ADVANCES
WOS:001401852200001,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES
WOS:000521891600008,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:000424644800011,ELECTROCHIMICA ACTA
WOS:000931445200001,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:001501397100001,JOURNAL OF ETHNOPHARMACOLOGY
WOS:001459177300006,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:001078639200001,INFORMATION SCIENCES
WOS:000407442000052,RSC ADVANCES
WOS:000316427600013,PHYSICS LETTERS A
WOS:001735069100028,"PATTERN RECOGNITION AND COMPUTER VISION, PRCV 2025, PT I"
WOS:001648939900001,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY
WOS:001638043500050,IEEE COMMUNICATIONS LETTERS
WOS:001396163500001,OPTICS AND LASER TECHNOLOGY
WOS:001353651500001,CHAOS SOLITONS & FRACTALS
WOS:000944828300001,ENTROPY
WOS:000927071800001,ELECTRIC POWER SYSTEMS RESEARCH
WOS:000897307600067,IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS
WOS:000805815100001,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:000972202300050,"2022 IEEE 9TH INTERNATIONAL CONFERENCE ON POWER ELECTRONICS SYSTEMS AND APPLICATIONS, PESA"
WOS:000612174200065,IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS
WOS:000611827600003,MATHEMATICAL PROBLEMS IN ENGINEERING
WOS:000681653200069,2020 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA (ICCC)
WOS:001066245000019,"4TH INTERNATIONAL CONFERENCE ON E-COMMERCE, E-BUSINESS AND E-GOVERNMENT, ICEEG 2020"
WOS:000459103300001,WIRELESS COMMUNICATIONS & MOBILE COMPUTING
WOS:000425255500004,"2017 7TH INTERNATIONAL CONFERENCE ON POWER ELECTRONICS SYSTEMS AND APPLICATIONS - SMART MOBILITY, POWER TRANSFER & SECURITY (PESA)"
WOS:000411429200039,GREEN ENERGY AND SUSTAINABLE DEVELOPMENT I
WOS:000391653700010,PROCEEDINGS OF THE 2016 INTERNATIONAL SEMINAR ON EDUCATION INNOVATION AND ECONOMIC MANAGEMENT (SEIEM 2016)
WOS:000388364600092,PROCEEDINGS OF THE 2016 2ND WORKSHOP ON ADVANCED RESEARCH AND TECHNOLOGY IN INDUSTRY APPLICATIONS
WOS:000395422501027,PROCEEDINGS OF THE 10TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION (WCICA 2012)
WOS:000323234701108,"2011 CHINESE CONTROL AND DECISION CONFERENCE, VOLS 1-6"
WOS:000290887300027,PROCEEDINGS 2009 IEEE INTERNATIONAL WORKSHOP ON OPEN-SOURCE SOFTWARE FOR SCIENTIFIC COMPUTATION
WOS:000276113100061,"ADVANCES IN MATERIALS MANUFACTURING SCIENCE AND TECHNOLOGY XIII, VOL 1: ADVANCED MANUFACTURING TECHNOLOGY AND EQUIPMENT, AND MANUFACTURING SYSTEMS AND AUTOMATION"
WOS:000275942400067,"2009 INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT, INNOVATION MANAGEMENT AND INDUSTRIAL ENGINEERING, VOL 4, PROCEEDINGS"
WOS:000252293600016,"PROCEEDINGS OF THE 5TH INTERNATIONAL SYMPOSIUM ON HEATING, VENTILATING AND AIR CONDITIONING, VOLS I AND II"
WOS:000243520100074,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES A-MATHEMATICAL ANALYSIS
WOS:000189328700088,"7TH WORLD MULTICONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS, VOL II, PROCEEDINGS: COMPUTER SCIENCE AND ENGINEERING"
WOS:000189420700567,"2003 INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS, VOLS 1-5, PROCEEDINGS"
WOS:000179017500106,"PROCEEDINGS OF THE 4TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-4"
WOS:000166881500220,"IPEMC 2000: THIRD INTERNATIONAL POWER ELECTRONICS AND MOTION CONTROL CONFERENCE, VOLS 1-3, PROCEEDINGS"
WOS:001756953000003,"2025 10TH INTERNATIONAL CONFERENCE ON INTEGRATED CIRCUITS AND MICROSYSTEMS, ICICM"
WOS:001411709800001,IMAGE AND VISION COMPUTING
WOS:001250500400001,INTERACTIVE LEARNING ENVIRONMENTS
WOS:001290452100001,ISA TRANSACTIONS
WOS:001001737800001,ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS
WOS:000973242700001,INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS
WOS:001221819200002,"2023 24TH INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000911419600001,FRONTIERS IN PSYCHOLOGY
WOS:000908791200001,THIN-WALLED STRUCTURES
WOS:000802101200001,IET POWER ELECTRONICS
WOS:001248063600342,"2021 22ND INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000525333900001,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES
WOS:000526546100010,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES
WOS:000621599308051,PROCEEDINGS OF THE 38TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000256900300015,"PROCEEDINGS OF THE 2008 12TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN, VOLS I AND II"
WOS:000263155500157,ICCEE 2008: PROCEEDINGS OF THE 2008 INTERNATIONAL CONFERENCE ON COMPUTER AND ELECTRICAL ENGINEERING
WOS:000235325607113,"Proceedings of 2005 International Conference on Machine Learning and Cybernetics, Vols 1-9"
WOS:000179017500261,"PROCEEDINGS OF THE 4TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-4"
WOS:001315668100027,"2024 13TH INTERNATIONAL CONFERENCE ON COMMUNICATIONS, CIRCUITS AND SYSTEMS, ICCCAS 2024"
WOS:000935862500001,SAGE OPEN
WOS:000351696900005,MEASUREMENT
WOS:001499656400004,MATERIALS TODAY COMMUNICATIONS
WOS:000503215600111,2019 IEEE MTT-S INTERNATIONAL WIRELESS SYMPOSIUM (IWS 2019)
WOS:000274451800015,CHINESE JOURNAL OF MECHANICAL ENGINEERING
WOS:001309392800026,OPTICAL ENGINEERING
WOS:000935903700001,SN APPLIED SCIENCES
WOS:001153889400001,NEUROCOMPUTING
WOS:001124175300001,INFORMATION SCIENCES
WOS:000404354600008,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000378833400018,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:001769461300001,JOURNAL OF MOLECULAR STRUCTURE
WOS:000837031000001,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE
WOS:000529345400015,JOURNAL OF MOLECULAR STRUCTURE
WOS:000918141400001,INFRARED PHYSICS & TECHNOLOGY
WOS:001243709100001,MARINE POLLUTION BULLETIN
WOS:001563275900001,JOURNAL OF MATERIALS CHEMISTRY C
WOS:001291833500001,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER
WOS:001738063500001,ACS APPLIED ENERGY MATERIALS
WOS:001150067300001,COMPUTATIONAL MATERIALS SCIENCE
WOS:000830795700001,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH
WOS:001520235500001,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES
WOS:001339620100001,KNOWLEDGE-BASED SYSTEMS
WOS:001099530900003,SOCIAL BEHAVIOR AND PERSONALITY
WOS:000838025000042,2021 OPTOELECTRONICS GLOBAL CONFERENCE (OGC 2021)
WOS:001036010000005,INTERNATIONAL JOURNAL OF DATA WAREHOUSING AND MINING
WOS:000856814500002,EXPERT SYSTEMS WITH APPLICATIONS
WOS:000316903900006,MODERN PHYSICS LETTERS B
WOS:001035029500001,CRYSTALS
WOS:000787273200001,JOURNAL OF FASHION MARKETING AND MANAGEMENT
WOS:000466586300008,INTERNATIONAL JOURNAL OF MODERN PHYSICS B
WOS:000319449800029,ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY
WOS:000632588700018,PROCEEDINGS OF THE 15TH INTERNATIONAL SYMPOSIUM ON OPEN COLLABORATION (OPENSYM)
WOS:001601181100428,2025 IEEE/CVF CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR)
WOS:001099536200060,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS
WOS:001495066900001,ROBOTIC INTELLIGENCE AND AUTOMATION
WOS:000411670500131,IEEE 12TH INT CONF UBIQUITOUS INTELLIGENCE & COMP/IEEE 12TH INT CONF ADV & TRUSTED COMP/IEEE 15TH INT CONF SCALABLE COMP & COMMUN/IEEE INT CONF CLOUD & BIG DATA COMP/IEEE INT CONF INTERNET PEOPLE AND ASSOCIATED SYMPOSIA/WORKSHOPS
WOS:001643423500013,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT
WOS:001783659700018,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT
WOS:000357543700004,WEAR
WOS:000355756800012,IEEE NETWORK
WOS:000386528400023,2016 IEEE 83RD VEHICULAR TECHNOLOGY CONFERENCE (VTC SPRING)
WOS:000342070400005,CRYSTENGCOMM
WOS:000170264200010,ADVANCES IN ABRASIVE PROCESSES
WOS:000340201300006,JOURNAL OF PLASTIC FILM & SHEETING
WOS:000334483700004,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE
WOS:000366666800037,2014 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)
WOS:000366666804068,2014 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)
WOS:000798366100005,TISSUE & CELL
WOS:001615390200005,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS
WOS:001380365300001,AICHE JOURNAL
WOS:001037124000032,JOURNAL OF LIGHTWAVE TECHNOLOGY
WOS:000332618800027,ACTA PHYSICA SINICA
WOS:000371708107073,2015 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)
WOS:001418374300001,POLYMERS
WOS:000890082100002,OPTICAL REVIEW
WOS:000861938300001,EUROPEAN PHYSICAL JOURNAL PLUS
WOS:000736301700001,PHYSICA SCRIPTA
WOS:000921687800001,ACS APPLIED MATERIALS & INTERFACES
WOS:000817953700003,CHEMICAL ENGINEERING JOURNAL
WOS:000846797700001,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM
WOS:000659967700015,OPTICS AND LASERS IN ENGINEERING
WOS:000469831200013,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS
WOS:001445004100001,PLASMONICS
WOS:001321019600001,PHYSICA SCRIPTA
WOS:001040120700002,SIGNAL IMAGE AND VIDEO PROCESSING
WOS:000990429700001,PLASMONICS
WOS:001020179400001,PLASMONICS
WOS:000810533400032,OPTICS EXPRESS
WOS:001605611100006,ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS
WOS:001178738900001,DALTON TRANSACTIONS
WOS:001318881700001,EXPERIMENTAL THERMAL AND FLUID SCIENCE
WOS:001153482800001,JOURNAL OF PHYSICS D-APPLIED PHYSICS
WOS:001004435900004,APPLIED PHYSICS LETTERS
WOS:001279750500001,APPLIED THERMAL ENGINEERING
WOS:001152275000004,"ADVANCES IN COMPUTER GRAPHICS, CGI 2023, PT IV"
WOS:001096608000001,EXPERIMENTAL THERMAL AND FLUID SCIENCE
WOS:001019381800001,PHYSICA SCRIPTA
WOS:001036022000001,MACHINES
WOS:001246786800001,POLYMERS
WOS:001206881000009,JOURNAL OF CHEMICAL PHYSICS
WOS:001171333900001,APPLIED THERMAL ENGINEERING
WOS:001099145600001,OPTICS COMMUNICATIONS
WOS:000988858000007,APPLIED PHYSICS LETTERS
WOS:000872131300001,DALTON TRANSACTIONS
WOS:000721088700003,OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS
WOS:001307250000001,CRYSTALS
WOS:001176801800001,PHYSICA SCRIPTA
WOS:001203197700007,RESULTS IN OPTICS
WOS:001708820000001,INFRARED PHYSICS & TECHNOLOGY
WOS:001210521300001,MACHINES
WOS:000855591200001,OPTICAL REVIEW
WOS:000709092600013,IEEE-CAA JOURNAL OF AUTOMATICA SINICA
WOS:000709975700001,PHYSICA SCRIPTA
WOS:001010880200014,AIP ADVANCES
WOS:000954794100001,OPTICS COMMUNICATIONS
WOS:000511352200002,ADVANCED LASER PROCESSING AND MANUFACTURING III
WOS:001203466500011,IEEE INTERNET OF THINGS JOURNAL
WOS:001281713800001,INTERNATIONAL JOURNAL OF REFRIGERATION
WOS:001166432100001,ENVIRONMENTAL SCIENCE & TECHNOLOGY
WOS:001036627100001,MICROMACHINES
WOS:001230885500004,IEEE TRANSACTIONS ON MAGNETICS
WOS:000884455300001,PHYSICAL REVIEW APPLIED
WOS:000980779300015,APPLIED OPTICS
WOS:001749997600001,MICROMACHINES
WOS:001139432400001,OPTICS COMMUNICATIONS
WOS:001022231600028,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS
WOS:001795600600001,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:001335217700001,LANGMUIR
WOS:001702275400002,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER
WOS:001121926300001,PHOTONICS
WOS:000517123200016,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY
WOS:001693137400261,INTERNATIONAL CONFERENCE ON MACHINE LEARNING
WOS:001389514300001,IET SOFTWARE
WOS:001170764500004,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS
WOS:001075707200005,EUROPEAN PHYSICAL JOURNAL PLUS
WOS:001025227400006,JOURNAL OF CHEMICAL PHYSICS
WOS:000526118100001,OPTO-ELECTRONIC ADVANCES
WOS:001164280300002,INFLAMMOPHARMACOLOGY
WOS:000453826200083,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000209665400091,MATERIALS RESEARCH EXPRESS
WOS:000309377500002,JOURNAL OF RARE EARTHS
WOS:000836465700007,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY
WOS:000783790400001,INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING
WOS:000759543200001,ADVANCED THEORY AND SIMULATIONS
WOS:001775016200001,MICROMACHINES
WOS:001747848300001,JOURNAL OF MATERIALS RESEARCH
WOS:001020192800001,PHOTONICS
WOS:000804954700009,RESULTS IN PHYSICS
WOS:000522396800029,"2019 IEEE INTERNATIONAL CONFERENCE ON MANIPULATION, MANUFACTURING AND MEASUREMENT ON THE NANOSCALE (IEEE 3M-NANO)"
WOS:001097833500001,JOURNAL OF THE FRANKLIN INSTITUTE
WOS:001220919200001,APPLIED MATHEMATICS LETTERS
WOS:000460717200016,INTERNATIONAL BIODETERIORATION & BIODEGRADATION
WOS:000303370300209,"MECHANICAL AND AEROSPACE ENGINEERING, PTS 1-7"
WOS:001453099900007,IEEE COMPUTER ARCHITECTURE LETTERS
WOS:001321865700001,OPTICS AND LASERS IN ENGINEERING
WOS:001036356800001,POLYMERS
WOS:001454792300001,PHYSICA SCRIPTA
WOS:001443082900001,MOLECULAR CATALYSIS
WOS:000490519500003,SCIENCE CHINA-INFORMATION SCIENCES
WOS:000442590800023,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS
WOS:000329882100003,CERAMICS INTERNATIONAL
WOS:000290272600002,ARTIFICIAL INTELLIGENCE REVIEW
WOS:000543301700039,DISCRETE APPLIED MATHEMATICS
WOS:000286782400008,JOURNAL OF ENVIRONMENTAL MANAGEMENT
WOS:001201796600001,ASIAN JOURNAL OF CONTROL
WOS:000944374400001,JOURNAL OF COLLOID AND INTERFACE SCIENCE
WOS:000505760600001,IEEJ TRANSACTIONS ON ELECTRICAL AND ELECTRONIC ENGINEERING
WOS:000290205900025,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000289326000023,JOURNAL OF LUMINESCENCE
WOS:000288114200269,"NEW MATERIALS AND ADVANCED MATERIALS, PTS 1 AND 2"
WOS:000263708100023,ENERGY CONVERSION AND MANAGEMENT
WOS:000861317600005,NEUROCOMPUTING
WOS:000678135800001,IET CIRCUITS DEVICES & SYSTEMS
WOS:001436211500001,CHINESE JOURNAL OF MECHANICAL ENGINEERING
WOS:000787988700013,OPTIK
WOS:000797051500001,PHYTOTHERAPY RESEARCH
WOS:000457949500004,JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES
WOS:000910498500001,APPLIED SCIENCES-BASEL
WOS:000900939600012,INFORMATION SCIENCES
WOS:000904552500002,ELECTRIC POWER SYSTEMS RESEARCH
WOS:000877421300005,MICROELECTRONICS JOURNAL
WOS:000331839800020,JOURNAL OF APPLIED PHYSICS
WOS:000294063000074,JOURNAL OF THE ELECTROCHEMICAL SOCIETY
WOS:001675866800001,ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL EQUATIONS
WOS:001078116100001,INFORMATION SCIENCES
WOS:000596078600001,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS
WOS:000373222400007,SOLID STATE COMMUNICATIONS
WOS:000356528600048,CHINESE PHYSICS B
WOS:000375662600001,CHINESE PHYSICS B
WOS:000291915700026,JOURNAL OF LUMINESCENCE
WOS:000303359000375,"FUNDAMENTAL OF CHEMICAL ENGINEERING, PTS 1-3"
WOS:001718339200001,APPLIED PHYSICS LETTERS
WOS:001224059300001,INTERNATIONAL JOURNAL OF REFRIGERATION
WOS:000997401700001,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
WOS:000803611700001,MACHINES
WOS:001505324100001,JOURNAL OF SYSTEMS ARCHITECTURE
WOS:001104505100002,APPLIED PHYSICS LETTERS
WOS:001109109800005,APPLIED OPTICS
WOS:001104626900009,OPTICAL MATERIALS EXPRESS
WOS:000999024700001,JOURNAL OF CONSUMER BEHAVIOUR
WOS:000745307900001,LASER PHYSICS
WOS:000715427900001,MACHINES
WOS:001118838100001,OPTICS
WOS:000686428700006,OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS
WOS:001710620900001,CANADIAN JOURNAL OF CHEMICAL ENGINEERING
WOS:001420055200010,SCIENTIFIC REPORTS
WOS:000368076500009,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:000283592600005,ENVIRONMENTAL CHEMISTRY LETTERS
WOS:000502457300001,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL
WOS:000471682900084,CHEMICAL ENGINEERING JOURNAL
WOS:000580616900068,APPLIED SURFACE SCIENCE
WOS:000474934100006,MATERIALS RESEARCH EXPRESS
WOS:000485790300003,OPTICS COMMUNICATIONS
WOS:000480435900007,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS
WOS:000382405400034,JOURNAL OF APPLIED PHYSICS
WOS:000778929600001,IET CIRCUITS DEVICES & SYSTEMS
WOS:000330089600007,JOURNAL OF LUMINESCENCE
WOS:001093898300001,JOURNAL OF FOOD SCIENCE
WOS:001077185600001,BIOCHEMICAL PHARMACOLOGY
WOS:000605598300015,CHEMICAL PHYSICS LETTERS
WOS:000457351900112,JOURNAL OF CLEANER PRODUCTION
WOS:000362663300048,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001202003600001,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:001057628700001,HEALTH INFORMATION SCIENCE AND SYSTEMS
WOS:001234060400001,ADVANCES IN MECHANICAL ENGINEERING
WOS:001228700100001,SOLAR ENERGY MATERIALS AND SOLAR CELLS
WOS:000277718800019,PHYSICS LETTERS A
WOS:001538723900020,CHINESE JOURNAL OF LASERS-ZHONGGUO JIGUANG
WOS:001097734700003,OPTICS EXPRESS
WOS:000457855800008,PHYSICA B-CONDENSED MATTER
WOS:001517300800006,JOURNAL OF POWER SOURCES
WOS:000417367600204,"MATERIALS SCIENCE, ENERGY TECHNOLOGY, AND POWER ENGINEERING I"
WOS:001765337400001,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:001393722900001,BUILDINGS
WOS:001323359400001,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH
WOS:001234164400001,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS
WOS:000568788600009,CHEMICAL PHYSICS LETTERS
WOS:000261274100037,APPLIED SURFACE SCIENCE
WOS:001533660700021,CERAMICS INTERNATIONAL
WOS:000473120100011,PHYSICS LETTERS A
WOS:000376532200016,MATERIALS LETTERS
WOS:000371401000021,ACTA PHYSICA SINICA
WOS:000297831300016,OPTICAL MATERIALS
WOS:000289913000353,"ADVANCES IN COMPOSITES, PTS 1 AND 2"
WOS:001489190100003,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES
WOS:001069020300001,EXPERIMENTAL THERMAL AND FLUID SCIENCE
WOS:001292271600001,ACS APPLIED MATERIALS & INTERFACES
WOS:001490650600012,PHOTONICS RESEARCH
WOS:001253638000001,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION
WOS:000946529400001,SOFT ROBOTICS
WOS:000384853700002,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT
WOS:000376693800130,CERAMICS INTERNATIONAL
WOS:000694885100003,JOURNAL OF LUMINESCENCE
WOS:001220990200001,CHINESE JOURNAL OF AERONAUTICS
WOS:001151432500001,TOMOGRAPHY
WOS:001227669500016,CHINESE OPTICS LETTERS
WOS:000846234100001,FERMENTATION-BASEL
WOS:001670962700001,OPTICS AND LASER TECHNOLOGY
WOS:001600105900004,JOURNAL OF BIOMEDICAL OPTICS
WOS:001403895200001,PHOTONICS
WOS:001389461300004,CHINESE OPTICS LETTERS
WOS:000861234300007,OPTICS EXPRESS
WOS:000832431000001,SMART MATERIALS AND STRUCTURES
WOS:001431989200001,PHOTONICS
WOS:001705920700008,ADVANCED PHOTONICS NEXUS
WOS:000287717100028,PHYSICA B-CONDENSED MATTER
WOS:000287419100027,ACTA PHYSICA SINICA
WOS:001522711400001,JOURNAL OF CLOUD COMPUTING-ADVANCES SYSTEMS AND APPLICATIONS
WOS:000493899600039,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS
WOS:000382595600010,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY
WOS:000273984000003,JOURNAL OF HAZARDOUS MATERIALS
WOS:001306059800001,JOURNAL OF PHYSICS D-APPLIED PHYSICS
WOS:001221892500001,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE
WOS:001122908600001,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS
WOS:001717894900008,PHOTONICS RESEARCH
WOS:000674671200109,OPTICS EXPRESS
WOS:000555503100001,APPLIED SCIENCES-BASEL
WOS:001777190400007,OPTICS LETTERS
WOS:000670541500018,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:001549271900001,LANGMUIR
WOS:000695854400013,SCIENTIA SINICA-PHYSICA MECHANICA & ASTRONOMICA
WOS:001738599600001,ELECTRONICS
WOS:001667736200001,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE
WOS:001769899200004,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL
WOS:001653786400001,ENERGY
WOS:001583330500020,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
WOS:001542491300001,IEEE MICROWAVE AND WIRELESS TECHNOLOGY LETTERS
WOS:001513494300001,INTERDISCIPLINARY SCIENCES-COMPUTATIONAL LIFE SCIENCES
WOS:001424573800001,MULTIMEDIA SYSTEMS
WOS:001565453000001,INTERNATIONAL JOURNAL OF THERMAL SCIENCES
WOS:001450181200010,"INTELLIGENT ROBOTICS AND APPLICATIONS, ICIRA 2024, PT I"
WOS:001579053300007,"2025 1ST INTERNATIONAL SYMPOSIUM ON E-CARGO AND APPLICATIONS, E-CARGO"
WOS:001363353400001,CHEMISTRYOPEN
WOS:001341709600001,APPLIED SCIENCES-BASEL
WOS:001287525600007,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001283321000007,BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY
WOS:001230825500001,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE
WOS:001224327600001,ROBOTICS AND AUTONOMOUS SYSTEMS
WOS:001172275200001,SHOCK AND VIBRATION
WOS:001150672300001,SUSTAINABLE ENERGY & FUELS
WOS:001193736500007,IEEE SIGNAL PROCESSING LETTERS
WOS:001449127000186,"2024 IEEE 10TH INTERNATIONAL SYMPOSIUM ON MICROWAVE, ANTENNA, PROPAGATION AND EMC TECHNOLOGIES FOR WIRELESS COMMUNICATIONS, MAPE 2024"
WOS:001131543600005,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001099389100008,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:000958631300001,MATHEMATICS
WOS:001011056700024,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001546506600029,"HUMAN ASPECTS OF IT FOR THE AGED POPULATION, ITAP 2023, PT I"
WOS:000872538300004,MICROELECTRONICS JOURNAL
WOS:000888854800002,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY
WOS:000797801500017,JOURNAL OF THE FRANKLIN INSTITUTE
WOS:000730789400102,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS
WOS:000743581400006,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY
WOS:000651916500020,MATERIALS LETTERS
WOS:000602985000001,NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS
WOS:000506011100096,ELECTROCHIMICA ACTA
WOS:000578457100002,IEEE SIGNAL PROCESSING LETTERS
WOS:000459831700006,INTEGRATED COMPUTER-AIDED ENGINEERING
WOS:000436425000007,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS
WOS:000449671800050,"2017 5TH INTERNATIONAL CONFERENCE ON MECHANICAL ENGINEERING, MATERIALS SCIENCE AND CIVIL ENGINEERING"
